4123.974359,4117.820513,4118.461538,4126.666666,4121.025641
4121.923077,4117.179487,4127.435897,4129.102564,4118.076923
4105.25641,4102.051282,4114.615384,4115.384615,4107.564102
4107.820513,4103.333333,4112.435897,4118.974359,4110.769231
4120,4114.871795,4124.230769,4131.282051,4115.51282
4116.282051,4112.820513,4124.102564,4134.487179,4116.025641
4117.564102,4116.794872,4129.743589,4138.076923,4121.282051
4121.282051,4122.435897,4131.282051,4134.102564,4116.025641
4107.179487,4111.025641,4112.435897,4114.358974,4100.384615
4097.564102,4106.538461,4107.435897,4106.282051,4096.410256
4104.871795,4107.307692,4110.384615,4109.615384,4100.25641
4112.564102,4104.743589,4107.948718,4112.435897,4103.589743
4116.794872,4110.25641,4111.923077,4120.25641,4108.974359
4114.871795,4111.538461,4116.025641,4123.589743,4110
4107.820513,4102.820513,4117.820513,4126.282051,4109.358974
4110.51282,4105.51282,4127.692307,4142.179487,4118.717948
4118.846154,4118.589743,4133.846154,4148.461538,4123.076923
4123.461538,4126.538461,4136.025641,4140.897436,4118.974359
4126.282051,4126.794872,4142.307692,4142.564102,4123.333333
4123.076923,4114.871795,4128.589743,4138.589743,4122.179487
4113.333333,4106.666666,4107.820513,4120,4105.769231
4118.076923,4117.435897,4116.025641,4121.410256,4102.051282
4126.538461,4121.025641,4126.282051,4130.897436,4108.461538
4116.923077,4105,4111.153846,4116.025641,4098.589743
4116.282051,4105.769231,4108.846154,4117.948718,4100.128205
4127.692307,4121.923077,4125.128205,4133.461538,4115.128205
4120.641025,4118.076923,4122.179487,4120.51282,4105
4111.923077,4111.025641,4118.205128,4117.692307,4096.410256
4117.948718,4115.128205,4121.538461,4135.384615,4108.846154
4112.307692,4109.487179,4112.051282,4126.410256,4103.846154
4104.230769,4102.820513,4105,4110.25641,4090.25641
4118.846154,4112.948718,4114.615384,4124.230769,4101.538461
4126.282051,4119.615384,4116.794872,4131.153846,4108.461538
4113.589743,4115,4110.25641,4115.128205,4091.025641
4106.794872,4111.410256,4108.589743,4104.743589,4078.076923
4124.615384,4117.948718,4117.179487,4116.794872,4093.205128
