AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
4159.615384,4155.25641,4177.435897,4473.974359,4184.74359,4160.128205,4153.333333,4149.230769,4134.743589,4180.384615,4173.461538,4150.641025,4160.769231,4126.538461
4145.128205,4137.692307,4168.076923,4470.641026,4172.820513,4134.871795,4127.564102,4130.25641,4121.025641,4164.871795,4170.51282,4135.25641,4147.564102,4123.846154
4134.743589,4133.076923,4160.769231,4472.307693,4163.205128,4121.666666,4116.666666,4125.769231,4118.974359,4156.538461,4161.666666,4121.153846,4138.076923,4123.461538
4127.051282,4130.384615,4146.538461,4467.179488,4156.025641,4127.564102,4117.564102,4125.897436,4115.384615,4150,4143.076923,4112.051282,4132.179487,4128.076923
4126.666666,4126.538461,4143.076923,4466.410257,4148.333333,4134.358974,4126.410256,4126.410256,4114.230769,4147.820513,4141.794872,4120.641025,4136.282051,4131.410256
4139.487179,4134.871795,4154.230769,4476.794872,4152.564102,4138.846154,4142.820513,4148.333333,4128.076923,4163.205128,4161.025641,4141.666666,4150,4125.897436
4149.358974,4139.74359,4155.25641,4474.23077,4158.589743,4140.769231,4145.25641,4156.410256,4130.641025,4165.25641,4160.51282,4144.74359,4151.153846,4126.794872
4150.641025,4135.25641,4152.051282,4461.025641,4157.435897,4145.641025,4142.051282,4136.025641,4120,4148.717949,4144.615384,4135.641025,4145.641025,4129.358974
4150.128205,4135.128205,4152.051282,4450.384616,4157.948718,4141.794872,4136.923077,4128.076923,4113.974359,4137.307692,4142.307692,4133.589743,4143.589743,4122.051282
4152.179487,4141.410256,4154.230769,4442.692308,4162.948718,4132.435897,4133.076923,4136.025641,4111.282051,4131.666666,4146.923077,4136.282051,4139.871795,4122.692307
4150.384615,4138.076923,4159.358974,4433.717949,4163.076923,4137.179487,4137.051282,4130.25641,4108.333333,4122.051282,4143.974359,4131.666666,4133.461538,4127.435897
4150.25641,4138.076923,4166.923077,4427.692308,4166.025641,4149.74359,4142.948718,4128.461538,4108.846154,4124.102564,4145.641025,4132.820513,4136.923077,4125.51282
4149.615384,4142.948718,4162.435897,4415.128205,4167.179487,4138.205128,4129.871795,4135.128205,4107.692307,4132.948718,4148.717949,4136.153846,4141.538461,4125.25641
4138.205128,4134.358974,4146.538461,4390.256411,4157.307692,4118.205128,4112.820513,4121.025641,4102.692307,4129.615384,4142.820513,4127.435897,4136.410256,4126.666666
4125.769231,4122.564102,4135.384615,4368.333334,4146.538461,4116.666666,4112.820513,4112.179487,4103.461538,4124.743589,4135.51282,4117.435897,4130.897436,4126.282051
4122.692307,4123.717948,4129.871795,4352.307693,4141.794872,4119.615384,4113.974359,4123.333333,4103.717948,4126.410256,4127.948718,4115.51282,4129.102564,4129.358974
4129.102564,4132.692307,4131.538461,4342.948718,4150.128205,4124.871795,4120.51282,4125.641025,4101.666666,4132.820513,4124.487179,4121.410256,4133.589743,4130.384615
4142.307692,4138.717949,4141.666666,4345,4166.153846,4142.820513,4142.692307,4132.564102,4113.333333,4151.410256,4140.51282,4134.871795,4147.564102,4128.333333
4144.230769,4131.410256,4142.820513,4338.076923,4164.615384,4144.102564,4144.358974,4148.589743,4124.615384,4165.384615,4159.358974,4141.025641,4150.641025,4128.717948
4131.410256,4116.410256,4130.384615,4311.794872,4150.51282,4124.615384,4120.897436,4141.794872,4114.743589,4150.641025,4156.923077,4131.025641,4135.25641,4130.641025
4125.51282,4110.384615,4122.692307,4290.384615,4140.641025,4119.615384,4113.461538,4121.282051,4097.820512,4126.410256,4141.282051,4120.25641,4126.923077,4129.230769
4129.358974,4113.846154,4129.615384,4288.589744,4136.794872,4121.794872,4120.384615,4121.794872,4093.333333,4122.820513,4133.589743,4120.51282,4132.820513,4129.230769
4125,4112.051282,4128.846154,4280.384615,4132.692307,4108.076923,4107.948718,4120.641025,4090.897436,4117.692307,4126.923077,4117.435897,4128.205128,4128.589743
4115.25641,4104.358974,4110.769231,4257.948718,4125.25641,4100.128205,4093.205128,4101.538461,4083.717948,4098.846154,4111.025641,4106.410256,4111.153846,4123.974359
4123.461538,4110.641025,4110.641025,4251.923077,4132.564102,4121.666666,4114.230769,4114.102564,4093.333333,4107.692307,4113.717948,4112.692307,4118.589743,4126.666666
4141.538461,4123.846154,4130.128205,4257.051282,4149.871795,4140,4136.538461,4141.538461,4109.102564,4132.692307,4129.358974,4128.589743,4141.410256,4129.871795
4129.230769,4113.974359,4120.897436,4240.25641,4140,4121.025641,4110.384615,4120.897436,4096.666666,4121.923077,4115.641025,4116.666666,4129.743589,4124.871795
4104.102564,4097.820512,4097.179487,4212.179487,4119.871795,4100.641025,4086.153846,4093.974359,4079.102564,4099.743589,4096.025641,4096.923077,4106.794872,4125.51282
4107.307692,4102.948718,4106.025641,4203.846154,4129.615384,4111.923077,4103.076923,4108.076923,4082.948718,4108.717948,4110.51282,4100,4113.974359,4128.076923
4121.153846,4109.102564,4122.307692,4204.74359,4142.564102,4122.820513,4112.692307,4122.948718,4087.179487,4122.307692,4123.461538,4106.794872,4126.794872,4124.871795
4116.410256,4101.410256,4111.538461,4191.282051,4130.897436,4112.692307,4101.666666,4114.102564,4081.538461,4115.51282,4109.487179,4101.410256,4120,4124.487179
4116.794872,4106.025641,4108.717948,4181.794872,4129.743589,4114.615384,4112.179487,4113.461538,4086.153846,4116.794872,4114.487179,4105,4120.51282,4130.384615
4122.948718,4106.410256,4116.538461,4178.076923,4140.25641,4120,4115.25641,4113.589743,4088.205128,4122.564102,4127.820513,4110.384615,4127.051282,4130.897436
4129.230769,4101.923077,4121.538461,4175,4143.589743,4119.871795,4110.641025,4115.769231,4086.923077,4128.076923,4127.435897,4115,4133.974359,4126.923077
4146.666666,4120.25641,4133.589743,4177.179487,4147.564102,4134.358974,4135.641025,4132.307692,4098.717948,4138.974359,4138.846154,4132.820513,4146.538461,4129.358974
4153.589743,4130.897436,4136.025641,4171.153846,4148.205128,4140.25641,4146.923077,4135.128205,4099.230769,4137.307692,4147.692307,4138.589743,4145.51282,4133.205128
4140.384615,4114.871795,4120.25641,4150.897436,4141.025641,4124.102564,4122.564102,4125,4087.820512,4127.051282,4121.282051,4122.820513,4135.897436,4130.641025
4132.564102,4106.025641,4111.794872,4135,4130.641025,4114.102564,4110.897436,4117.435897,4082.820512,4121.410256,4097.179487,4113.461538,4132.564102,4128.589743
4133.333333,4112.948718,4113.974359,4129.615384,4130.128205,4119.487179,4119.871795,4112.307692,4078.589743,4114.358974,4114.487179,4116.538461,4128.205128,4129.102564
4136.666666,4116.025641,4118.076923,4125.25641,4141.410256,4126.666666,4128.717948,4122.051282,4080.641025,4115.897436,4136.410256,4122.051282,4129.871795,4130.25641
4143.076923,4117.307692,4125.641025,4120.51282,4145.641025,4127.307692,4132.948718,4136.410256,4093.333333,4132.435897,4135.128205,4130,4142.564102,4133.205128
4136.410256,4113.974359,4118.076923,4106.666666,4131.923077,4117.692307,4122.564102,4123.717948,4090,4125.641025,4118.974359,4122.051282,4135.25641,4131.025641
4112.051282,4095.25641,4092.564102,4078.333333,4111.794872,4103.461538,4101.538461,4104.102564,4072.179487,4094.102564,4091.923077,4092.564102,4109.230769,4126.538461
4108.589743,4090.51282,4090.76923,4066.025641,4116.538461,4105,4104.743589,4112.307692,4078.333333,4096.666666,4085.128205,4087.948718,4110.641025,4128.974359
4136.410256,4118.589743,4118.717948,4085.384615,4148.076923,4129.230769,4132.051282,4130.25641,4098.076923,4130.641025,4113.846154,4117.820513,4136.794872,4129.358974
4152.820513,4140.384615,4136.410256,4095.384615,4165.128205,4145.128205,4141.794872,4135.641025,4102.564102,4144.74359,4132.820513,4130.769231,4147.435897,4125.897436
4132.820513,4120.128205,4120.769231,4069.358974,4139.74359,4121.794872,4115.25641,4117.307692,4088.717948,4124.615384,4115.25641,4110.769231,4127.820513,4126.923077
4118.846154,4101.923077,4109.743589,4051.282051,4117.948718,4099.615384,4097.948718,4098.717948,4077.307692,4112.179487,4109.871795,4102.051282,4120.897436,4127.564102
4142.179487,4123.076923,4133.974359,4066.538461,4139.102564,4122.435897,4121.666666,4117.692307,4089.487179,4135.641025,4135.769231,4124.102564,4144.230769,4127.948718
4154.615384,4131.025641,4147.820513,4067.179487,4152.820513,4132.692307,4131.025641,4131.538461,4101.282051,4150.51282,4145.384615,4134.358974,4152.564102,4127.435897
4139.230769,4112.820513,4131.282051,4043.846153,4137.435897,4112.435897,4114.102564,4117.051282,4093.205128,4135.51282,4130.769231,4123.076923,4139.871795,4125.128205
4133.846154,4110,4127.564102,4038.717948,4129.358974,4111.025641,4116.282051,4118.589743,4089.230769,4127.051282,4119.871795,4120.25641,4135,4126.153846
4135.769231,4114.487179,4133.333333,4042.307692,4130.128205,4116.025641,4121.282051,4122.564102,4092.692307,4128.846154,4114.615384,4122.051282,4130.769231,4128.461538
4131.538461,4112.051282,4125.51282,4032.820512,4127.948718,4111.923077,4113.205128,4110.25641,4088.846154,4123.717948,4109.487179,4117.179487,4125.25641,4128.333333
4129.871795,4116.282051,4119.230769,4021.666666,4125.897436,4112.948718,4110.128205,4112.692307,4088.589743,4120.384615,4103.461538,4110.384615,4127.948718,4128.076923
4122.564102,4118.205128,4114.871795,4011.923076,4120.641025,4109.871795,4105.25641,4117.435897,4091.794871,4118.974359,4094.358974,4096.923077,4119.615384,4128.461538
4122.564102,4118.205128,4114.871795,4011.923076,4120.641025,4109.871795,4105.25641,4117.435897,4091.794871,4118.974359,4094.358974,4096.923077,4119.615384,4128.461538
4110.384615,4113.076923,4104.743589,4004.743589,4113.589743,4101.666666,4096.666666,4107.692307,4087.307692,4109.615384,4086.538461,4087.948718,4108.461538,4127.692307
4114.871795,4120.897436,4109.102564,4010.76923,4116.282051,4107.820513,4101.794871,4108.205128,4083.461538,4107.692307,4089.230769,4095.897436,4116.153846,4126.410256
4126.794872,4131.923077,4120.384615,4020.51282,4121.538461,4117.820513,4110.769231,4115.897436,4088.205128,4118.846154,4096.282051,4106.282051,4125.641025,4126.538461
4132.179487,4137.179487,4121.410256,4025.51282,4128.846154,4125.128205,4118.333333,4120.51282,4096.538461,4129.743589,4098.333333,4114.102564,4129.871795,4126.282051
4121.538461,4130.128205,4107.307692,4016.666666,4125.641025,4116.923077,4108.974359,4110.128205,4086.410256,4116.666666,4089.358974,4107.307692,4121.410256,4127.179487
4103.589743,4115.384615,4089.615384,3996.410256,4107.564102,4095.128205,4090.384615,4094.230769,4068.846153,4096.153846,4085.128205,4086.538461,4107.820513,4129.743589
4114.615384,4125.897436,4100.76923,4002.179487,4114.230769,4109.102564,4110.641025,4108.333333,4077.564102,4113.846154,4103.846154,4095.384615,4117.692307,4125.128205
4137.179487,4145.384615,4124.230769,4020.641025,4130,4127.692307,4132.307692,4125.769231,4091.282051,4136.923077,4114.230769,4121.794872,4132.564102,4124.615384
4139.487179,4145.384615,4130.769231,4019.743589,4122.435897,4109.230769,4114.230769,4116.794872,4087.435897,4132.307692,4111.538461,4127.820513,4132.948718,4132.692307
4143.589743,4145.384615,4138.205128,4025.51282,4125,4106.794872,4108.717948,4118.076923,4090.25641,4138.076923,4129.615384,4132.179487,4140.384615,4122.307692
4149.74359,4148.589743,4142.692307,4034.615384,4135.384615,4121.410256,4121.923077,4129.615384,4093.333333,4146.923077,4145.641025,4140.897436,4146.538461,4119.615384
4142.564102,4146.923077,4135.769231,4026.025641,4127.307692,4118.717948,4122.820513,4128.333333,4085.641025,4136.538461,4137.564102,4139.230769,4140.51282,4131.794872
4134.102564,4144.74359,4127.307692,4015.25641,4121.538461,4118.717948,4121.153846,4121.025641,4079.871795,4123.717948,4117.820513,4125,4130.897436,4126.538461
4126.153846,4136.025641,4115.51282,4008.846153,4123.333333,4119.102564,4112.307692,4108.333333,4070.51282,4112.820513,4097.948718,4110.25641,4120,4124.743589
4125.769231,4136.666666,4115.384615,4017.307692,4126.538461,4113.846154,4106.923077,4109.615384,4071.794871,4115.128205,4103.461538,4116.538461,4124.615384,4127.820513
4135.641025,4149.102564,4128.589743,4038.333333,4135.897436,4123.846154,4121.410256,4126.410256,4083.589743,4130.897436,4117.051282,4126.538461,4137.948718,4124.615384
4131.410256,4143.076923,4125.51282,4041.153846,4138.076923,4128.717948,4122.179487,4124.230769,4076.794871,4128.076923,4101.666666,4116.410256,4132.435897,4123.205128
4126.923077,4141.794872,4125.897436,4044.743589,4134.871795,4122.179487,4114.230769,4114.487179,4066.282051,4121.153846,4096.153846,4120,4127.435897,4124.487179
4138.461538,4157.179487,4142.564102,4066.666666,4141.794872,4128.461538,4123.076923,4120.51282,4072.051282,4130.25641,4115.641025,4139.102564,4135.51282,4130.897436
4134.743589,4148.461538,4136.410256,4067.820512,4141.153846,4127.307692,4123.333333,4118.333333,4069.871795,4124.615384,4110,4123.846154,4127.948718,4131.025641
4117.307692,4130,4115.51282,4049.615384,4125.641025,4114.871795,4116.025641,4111.282051,4060.897435,4112.820513,4093.589743,4100.51282,4117.948718,4126.538461
4108.846154,4127.820513,4106.794872,4043.974359,4109.615384,4110.128205,4111.282051,4115.897436,4060.51282,4115.384615,4097.435897,4104.358974,4124.102564,4128.205128
4107.948718,4126.153846,4103.461538,4041.410256,4101.282051,4102.820513,4097.564102,4112.435897,4059.615384,4112.307692,4093.205128,4106.923077,4121.410256,4127.692307
4114.743589,4130.384615,4111.923077,4043.589743,4109.615384,4103.846154,4100.25641,4112.051282,4062.820512,4113.205128,4090.128205,4107.564102,4118.333333,4126.538461
4115.897436,4129.358974,4116.666666,4047.307692,4115.384615,4113.589743,4112.435897,4114.615384,4059.743589,4114.102564,4097.820512,4108.846154,4117.820513,4128.333333
4114.487179,4122.179487,4114.102564,4047.692307,4116.794872,4119.358974,4113.974359,4116.025641,4055.128205,4114.487179,4105,4111.153846,4119.487179,4128.589743
4127.948718,4135.384615,4126.153846,4057.820512,4134.358974,4133.974359,4127.435897,4129.487179,4066.794871,4131.282051,4117.051282,4124.102564,4133.461538,4125.641025
4133.717948,4147.692307,4132.179487,4062.435897,4142.307692,4137.179487,4134.102564,4134.358974,4070.76923,4137.179487,4119.102564,4124.487179,4133.717948,4122.564102
4131.153846,4148.205128,4131.923077,4062.948718,4140.51282,4121.410256,4121.282051,4125.769231,4063.461538,4136.025641,4118.974359,4119.358974,4127.692307,4125.25641
4149.615384,4160.51282,4150.384615,4080.641025,4157.820513,4133.333333,4134.358974,4131.666666,4068.205128,4157.307692,4139.102564,4140.641025,4146.410256,4128.076923
4149.615384,4160.51282,4150.384615,4080.641025,4157.820513,4133.333333,4134.358974,4131.666666,4068.205128,4157.307692,4139.102564,4140.641025,4146.410256,4128.076923
4155.51282,4159.487179,4153.333333,4084.615384,4160.897436,4146.923077,4147.051282,4138.717949,4070.384615,4163.076923,4145.51282,4151.794872,4154.358974,4128.333333
4132.948718,4133.717948,4130.128205,4065.128205,4132.692307,4120.51282,4119.230769,4121.666666,4052.435897,4136.410256,4125,4131.025641,4131.282051,4131.410256
4127.820513,4130.897436,4129.615384,4064.487179,4126.666666,4109.871795,4107.307692,4112.051282,4045.641025,4133.076923,4120.128205,4127.820513,4125.128205,4132.179487
4135.641025,4142.564102,4140.384615,4074.230769,4138.589743,4127.948718,4120.769231,4121.666666,4056.025641,4146.794872,4124.230769,4137.692307,4134.743589,4129.358974
4136.538461,4139.102564,4133.974359,4069.102564,4131.282051,4123.589743,4117.564102,4127.692307,4059.743589,4146.666666,4120.384615,4135.384615,4136.538461,4127.307692
4142.435897,4133.205128,4130.897436,4067.948718,4123.846154,4112.179487,4111.666666,4132.051282,4058.717948,4149.871795,4124.615384,4138.846154,4145.769231,4127.564102
4141.923077,4128.461538,4127.692307,4069.102564,4122.435897,4120.641025,4120.25641,4133.205128,4056.410256,4148.333333,4120.384615,4137.820513,4146.410256,4127.307692
4121.282051,4118.589743,4108.076923,4060.897435,4109.230769,4120,4117.820513,4122.179487,4046.410256,4124.871795,4097.179487,4119.743589,4126.538461,4124.871795
4116.923077,4113.205128,4099.487179,4064.871794,4105.641025,4110.897436,4106.923077,4114.871795,4039.743589,4115.897436,4092.692307,4114.871795,4121.794872,4124.871795
4128.717948,4118.205128,4111.025641,4074.743589,4114.743589,4112.435897,4105,4116.410256,4042.051282,4127.051282,4108.717948,4127.435897,4132.307692,4126.153846
4122.307692,4119.487179,4108.846154,4068.333333,4113.461538,4117.692307,4112.307692,4117.435897,4036.923077,4118.333333,4103.589743,4124.358974,4124.102564,4125.384615
4114.743589,4111.538461,4096.923077,4062.435897,4114.743589,4127.820513,4125.128205,4125,4037.307692,4110.128205,4098.333333,4113.333333,4115,4122.564102
4112.948718,4105.128205,4090.384615,4061.282051,4118.974359,4132.948718,4123.461538,4127.948718,4045.76923,4122.051282,4109.230769,4110.128205,4118.846154,4124.615384
4107.051282,4107.820513,4083.974359,4050.25641,4117.179487,4129.615384,4115.384615,4118.461538,4040.641025,4124.487179,4106.282051,4105.897436,4118.333333,4127.307692
4106.410256,4111.153846,4084.102564,4034.102564,4116.282051,4128.076923,4115.51282,4109.487179,4031.410256,4117.307692,4098.333333,4102.564102,4115.641025,4123.589743
4109.487179,4107.179487,4091.282051,4021.410256,4107.435897,4118.076923,4101.794871,4104.487179,4031.025641,4116.666666,4105.384615,4109.230769,4115.384615,4125.384615
4106.794872,4106.410256,4095.641025,4013.717948,4096.282051,4107.692307,4087.692307,4102.435897,4030.897435,4113.589743,4115.128205,4116.923077,4113.846154,4126.923077
4112.692307,4114.487179,4107.564102,4015.128205,4109.358974,4123.846154,4105.641025,4113.717948,4032.564102,4115.51282,4125.25641,4124.487179,4121.153846,4125.51282
4121.538461,4112.051282,4122.307692,4011.538461,4119.230769,4136.794872,4116.153846,4117.820513,4031.282051,4117.051282,4132.435897,4130.384615,4127.692307,4130.25641
4118.589743,4103.717948,4118.333333,3999.487179,4101.794871,4117.692307,4092.948718,4097.692307,4015.51282,4097.692307,4116.410256,4126.666666,4119.230769,4130.384615
4132.307692,4121.538461,4122.564102,4004.615384,4110,4122.179487,4107.307692,4109.230769,4021.538461,4100.25641,4114.487179,4136.538461,4126.666666,4125.641025
4152.307692,4141.282051,4137.948718,4017.051282,4135.769231,4148.205128,4142.820513,4142.564102,4045.128205,4125.769231,4142.179487,4155.128205,4147.307692,4127.307692
4145.51282,4130,4129.871795,4010,4127.564102,4144.102564,4132.948718,4131.538461,4035.897435,4119.230769,4144.871795,4150.128205,4143.461538,4131.666666
4131.153846,4117.692307,4115.641025,3997.307692,4111.538461,4135.384615,4114.358974,4105.897436,4016.025641,4101.282051,4125.897436,4138.461538,4130.641025,4129.230769
4130.25641,4124.358974,4117.692307,3997.692307,4116.923077,4143.076923,4118.333333,4112.564102,4021.538461,4110.25641,4121.153846,4141.410256,4129.230769,4125.51282
4126.538461,4119.487179,4112.820513,3996.153846,4121.923077,4142.820513,4120.384615,4118.717948,4028.589743,4115.769231,4118.589743,4137.692307,4125.128205,4125.25641
4108.205128,4100.25641,4091.153846,3980.641025,4111.538461,4125.769231,4104.871795,4101.923077,4019.487179,4100.384615,4102.051282,4118.846154,4114.871795,4126.538461
4102.179487,4100.384615,4086.410256,3980.76923,4106.666666,4117.435897,4094.871795,4098.589743,4021.153846,4101.794871,4097.948718,4115,4117.564102,4126.666666
4123.205128,4121.666666,4109.615384,4003.846153,4120.25641,4133.717948,4108.846154,4111.666666,4035.25641,4122.820513,4115.641025,4134.871795,4134.871795,4123.076923
4147.179487,4138.717949,4130.897436,4017.820512,4137.051282,4148.076923,4125.769231,4123.461538,4043.974359,4136.410256,4131.666666,4155.384615,4150.641025,4123.333333
4147.692307,4135.25641,4125.897436,4013.076923,4135.384615,4140.384615,4119.615384,4123.589743,4044.358974,4132.435897,4130.25641,4150.769231,4147.948718,4127.051282
4142.179487,4126.923077,4119.230769,4011.538461,4128.589743,4132.948718,4112.051282,4114.743589,4038.461538,4126.794872,4128.846154,4142.307692,4139.74359,4124.743589
4150.51282,4135.128205,4139.230769,4023.974358,4137.307692,4144.102564,4130,4119.487179,4039.615384,4138.205128,4149.615384,4160.384615,4153.589743,4122.820513
4153.461538,4141.410256,4150,4024.358974,4138.846154,4150.641025,4136.794872,4129.102564,4044.230769,4143.717949,4155,4168.717949,4162.307692,4129.230769
4150.897436,4132.307692,4137.820513,4016.153846,4128.974359,4142.564102,4126.410256,4130.897436,4042.692307,4131.923077,4133.076923,4154.358974,4148.076923,4127.820513
4161.025641,4132.051282,4141.153846,4028.717948,4132.435897,4141.538461,4134.743589,4136.794872,4047.820512,4130.897436,4131.923077,4158.974359,4146.538461,4121.153846
4171.153846,4142.692307,4153.205128,4045.384615,4139.871795,4148.461538,4148.589743,4145.384615,4056.923077,4142.692307,4143.589743,4173.974359,4159.487179,4126.538461
4163.076923,4136.923077,4144.230769,4041.538461,4131.282051,4145.641025,4142.179487,4136.282051,4050.128205,4137.307692,4134.615384,4162.820513,4156.025641,4125.384615
4148.846154,4118.205128,4126.923077,4037.051282,4116.666666,4134.358974,4127.051282,4120.128205,4036.025641,4122.051282,4122.307692,4145.641025,4142.948718,4123.846154
4144.230769,4112.564102,4127.564102,4050.25641,4112.564102,4131.025641,4123.333333,4118.846154,4036.666666,4121.025641,4121.410256,4144.615384,4141.538461,4128.589743
4150.641025,4123.333333,4136.410256,4066.025641,4117.948718,4132.051282,4125.25641,4126.538461,4049.230769,4131.282051,4128.076923,4151.666666,4146.282051,4127.692307
4160.769231,4135.384615,4142.820513,4080,4126.153846,4135.128205,4130.769231,4132.307692,4057.948718,4145,4140.897436,4160.897436,4151.538461,4127.948718
4155.384615,4132.307692,4139.230769,4087.564102,4128.974359,4145.25641,4136.923077,4129.102564,4054.230769,4146.025641,4132.820513,4156.025641,4147.564102,4128.846154
4135.51282,4116.282051,4120.51282,4080.25641,4121.794872,4137.307692,4122.307692,4119.230769,4047.307692,4132.435897,4109.743589,4138.717949,4132.435897,4128.333333
4127.051282,4110.769231,4107.307692,4078.333333,4118.205128,4120.384615,4106.025641,4113.076923,4046.923077,4129.871795,4114.615384,4132.179487,4127.948718,4126.666666
4129.743589,4114.358974,4106.666666,4086.153846,4123.846154,4126.025641,4112.051282,4113.717948,4045.76923,4135.128205,4125.769231,4129.615384,4132.435897,4128.461538
4128.717948,4113.205128,4106.153846,4091.666666,4126.666666,4136.666666,4118.076923,4110.897436,4040.384615,4127.307692,4114.230769,4124.487179,4129.487179,4129.102564
4136.153846,4119.871795,4113.205128,4102.435897,4129.615384,4138.589743,4118.846154,4111.666666,4045.128205,4126.410256,4116.153846,4132.820513,4128.333333,4126.282051
4152.948718,4135.769231,4133.205128,4117.051282,4141.153846,4143.205128,4127.820513,4118.589743,4051.666666,4141.666666,4137.051282,4150.897436,4142.564102,4129.230769
4152.820513,4136.538461,4135.25641,4115,4140.641025,4140.25641,4125.897436,4113.205128,4043.589743,4136.666666,4137.179487,4150.897436,4146.153846,4128.076923
4148.205128,4128.076923,4126.923077,4106.410256,4127.948718,4132.307692,4115.897436,4106.282051,4039.230769,4118.461538,4129.871795,4142.564102,4133.846154,4123.076923
4167.435897,4143.717949,4148.846154,4118.333333,4138.205128,4141.153846,4131.666666,4125.897436,4053.846153,4132.564102,4149.871795,4157.179487,4144.230769,4125.128205
4176.282051,4158.205128,4161.538461,4126.153846,4147.820513,4151.410256,4146.666666,4143.461538,4064.230769,4151.410256,4160.897436,4168.846154,4157.051282,4128.717948
4153.717949,4134.615384,4135,4104.487179,4128.974359,4139.102564,4128.717948,4127.564102,4055.641025,4133.589743,4132.435897,4148.717949,4138.589743,4129.358974
4137.564102,4111.025641,4117.564102,4080.128205,4116.794872,4124.358974,4111.153846,4111.794872,4048.717948,4117.435897,4115.128205,4130,4120.897436,4126.794872
4143.461538,4121.666666,4129.358974,4080.641025,4130.769231,4132.435897,4121.666666,4122.948718,4058.205128,4135.641025,4132.948718,4138.974359,4133.974359,4125.25641
4149.615384,4136.794872,4135.128205,4088.846154,4145.897436,4149.487179,4137.564102,4142.051282,4071.538461,4153.461538,4138.846154,4144.230769,4149.871795,4125.641025
4098.333333,4117.307692,4097.564102,3882.564102,4088.076923,4094.871795,4089.743589,4092.307692,4116.538461,4090,4095.897436,4092.820512,4095,4124.615384
4089.743589,4108.333333,4092.179487,3875.76923,4084.230769,4092.948718,4081.666666,4082.692307,4109.615384,4081.282051,4085.51282,4085.128205,4083.974359,4122.948718
4091.410256,4106.025641,4087.307692,3873.974358,4085.51282,4099.487179,4090.641025,4087.051282,4111.153846,4084.230769,4080.76923,4077.564102,4084.230769,4124.871795
4098.974359,4117.435897,4090.128205,3879.871794,4092.820512,4099.487179,4096.282051,4096.025641,4121.794872,4100.641025,4088.333333,4089.615384,4095.25641,4127.307692
4091.794871,4118.589743,4082.051282,3881.282051,4091.794871,4091.410256,4085.51282,4085.76923,4118.461538,4098.974359,4084.871795,4100.384615,4097.051282,4125.641025
4092.820512,4123.205128,4082.692307,3885.51282,4093.205128,4101.282051,4095,4090.641025,4118.846154,4100.384615,4085.384615,4106.410256,4100.76923,4126.025641
4104.487179,4131.410256,4092.692307,3887.948717,4093.205128,4110.641025,4110.897436,4110.25641,4129.743589,4109.743589,4092.051282,4112.692307,4105.128205,4127.564102
4102.820513,4122.948718,4087.435897,3882.692307,4083.974359,4098.205128,4098.205128,4106.282051,4125.641025,4106.538461,4087.307692,4111.153846,4101.538461,4125
4096.410256,4109.871795,4080.897436,3880.641025,4077.051282,4085.25641,4084.358974,4095.25641,4117.820513,4106.538461,4086.666666,4109.358974,4102.179487,4124.615384
4099.871795,4108.589743,4091.923077,3885.76923,4080.128205,4091.410256,4096.282051,4103.333333,4125.25641,4113.846154,4097.179487,4114.230769,4107.820513,4127.820513
4101.666666,4110.384615,4101.923077,3887.051281,4083.461538,4103.333333,4106.538461,4109.615384,4127.692307,4109.102564,4098.205128,4120,4106.923077,4127.564102
4099.743589,4111.410256,4100.128205,3887.051281,4080.51282,4099.743589,4099.743589,4105,4120.897436,4102.948718,4088.333333,4115.897436,4103.205128,4124.487179
4102.179487,4116.538461,4097.692307,3895.51282,4081.923077,4094.743589,4098.974359,4104.615384,4120,4105.128205,4086.282051,4105.25641,4099.615384,4125.897436
4102.435897,4115.384615,4095,3898.974358,4086.794871,4103.205128,4104.102564,4104.230769,4118.461538,4099.871795,4087.692307,4097.692307,4093.205128,4127.435897
4089.743589,4098.461538,4081.794871,3885.25641,4082.564102,4104.871795,4099.871795,4100.641025,4110.897436,4088.974359,4079.230769,4089.487179,4087.435897,4124.102564
4077.692307,4087.948718,4071.282051,3877.948717,4075.51282,4097.564102,4096.153846,4096.025641,4106.153846,4086.410256,4073.461538,4081.666666,4088.717948,4124.615384
4089.102564,4103.461538,4083.717948,3896.02564,4083.076923,4101.410256,4101.153846,4095.128205,4108.205128,4098.717948,4084.871795,4091.666666,4100.641025,4126.666666
4104.871795,4117.435897,4096.666666,3911.02564,4093.717948,4106.025641,4100.25641,4100.51282,4112.692307,4113.205128,4098.974359,4112.692307,4111.666666,4128.076923
4102.948718,4117.948718,4095.128205,3914.487179,4094.871795,4102.307692,4096.923077,4105.51282,4118.846154,4116.923077,4104.102564,4118.717948,4110.51282,4127.692307
4096.923077,4119.358974,4094.871795,3919.102563,4095.641025,4097.179487,4097.692307,4103.461538,4117.435897,4111.025641,4106.923077,4114.615384,4105.25641,4124.615384
4097.435897,4115.25641,4095.384615,3915.76923,4095.384615,4088.205128,4090,4098.205128,4110.25641,4106.410256,4105.51282,4115.51282,4104.102564,4125.769231
4098.333333,4107.564102,4097.051282,3912.435897,4085.76923,4081.410256,4082.692307,4095.897436,4108.846154,4107.948718,4099.871795,4119.102564,4103.974359,4126.923077
4101.794871,4113.717948,4110.769231,3929.230769,4085,4088.846154,4090.641025,4098.846154,4111.666666,4106.410256,4101.410256,4122.948718,4102.435897,4123.717948
